player_id,player_name,age,position,sub_position,club,league,league_country,minutes_played,appearances,goals,assists,goal_contributions,goal_contributions_per_90,availability_percentage,availability_percentile,performance_percentile,estimated_market_value_eur,position_age_median_market_value_eur,value_percentile,position_market_value_limit,previous_performance_percentile,yoy_performance_percentile_change,market_value_trend_eur,market_value_trend_percentage,qualified_seasons,average_performance_percentile,performance_percentile_stddev,minimum_performance_percentile,total_qualified_minutes,recruitment_score,recruitment_opportunity_classification,position_shortlist_rank,overall_shortlist_rank
485583,Ki-Jana Hoever,23,Defender,Right-Back,AJ Auxerre,ligue-1,France,2139,30,1,2,3,0.126,69.9,67.59,65.74,5000000,12500000,11.96,40000000,,,,,1,65.74,,65.74,2139,67.09,Recruitment watchlist,54,120
789082,Vanderson,24,Defender,Right-Back,AS Monaco,ligue-1,France,2073,29,1,3,4,0.174,67.75,61.11,80.56,20000000,13000000,45.73,40000000,90.27,-9.71,0,0,4,87.91,4.98,80.56,7063,66.69,Consistent performer,55,122
393512,Felix Agu,25,Defender,Left-Back,SV Werder Bremen,bundesliga,Germany,1761,22,3,1,4,0.204,57.55,38.18,77.27,8000000,13000000,27.35,40000000,64.35,12.92,4000000,100,2,70.81,9.14,64.35,3385,66.61,Potential value opportunity,56,123
391780,Derrick Köhn,26,Defender,Left-Back,SV Werder Bremen,bundesliga,Germany,1347,27,2,2,4,0.267,44.02,18.18,86.36,5000000,13000000,18.38,40000000,,,,,1,86.36,,86.36,1347,66.56,Potential value opportunity,57,125
345911,Ladislav Krejci,26,Defender,Centre-Back,Girona FC,laliga,Spain,2439,28,2,1,3,0.111,71.32,63.41,71.54,12000000,13000000,32.91,40000000,,,,,1,71.54,,71.54,2439,66.02,Recruitment watchlist,58,127
468002,Ben Johnson,25,Defender,Right-Back,Ipswich Town,premier-league,England,1349,23,1,2,3,0.2,39.44,20.17,86.55,8000000,13000000,27.35,40000000,37.21,,,,2,61.88,34.89,37.21,2747,65.71,Potential value opportunity,59,130
471890,Max Geschwill,23,Defender,Centre-Back,Holstein Kiel,bundesliga,Germany,1285,19,1,2,3,0.21,41.99,14.55,80.91,1500000,12500000,1.09,40000000,,,,,1,80.91,,80.91,1285,65.7,Potential value opportunity,60,131
415381,Mats Wieffer,25,Defender,Right-Back,Brighton & Hove Albion,premier-league,England,1008,25,1,5,6,0.536,29.47,3.36,100,25000000,13000000,51.28,40000000,,,,,1,100,,100,1008,65.48,Recruitment watchlist,61,133
691841,Yanis Zouaoui,27,Defender,Left-Back,Le Havre AC,ligue-1,France,973,17,0,2,2,0.185,31.8,6.48,83.33,800000,13000000,0,40000000,,,,,1,83.33,,83.33,973,65.46,Potential value opportunity,62,134
596446,Leif Davis,25,Defender,Left-Back,Ipswich Town,premier-league,England,2746,33,1,3,4,0.131,80.29,70.59,71.43,22000000,13000000,49.15,40000000,,,,,1,71.43,,71.43,2746,64.96,Recruitment watchlist,63,137
413220,James Justin,27,Defender,Right-Back,Leicester City,premier-league,England,2921,36,2,2,4,0.123,85.41,76.47,64.71,13000000,13000000,36.75,40000000,58.91,,,,4,52.03,36.37,0,7242,64.64,Recruitment watchlist,64,141
604320,Frans Krätzig,22,Defender,Left-Back,1. Fußballclub Heidenheim 1846,bundesliga,Germany,1283,17,1,2,3,0.21,41.93,13.64,80.91,3500000,12500000,8.7,40000000,,,,,1,80.91,,80.91,1283,64.38,Potential value opportunity,65,144
955281,Nhoa Sangui,19,Defender,Left-Back,Stade Reims,ligue-1,France,1148,26,0,2,2,0.157,37.52,16.67,75.93,2500000,12500000,0,40000000,,,,,1,75.93,,75.93,1148,63.8,Potential value opportunity,66,147
485585,Ian Maatsen,23,Defender,Left-Back,Aston Villa,premier-league,England,1127,29,1,2,3,0.24,32.95,12.61,92.44,28000000,12500000,58.7,40000000,83.48,8.96,-12000000,-30,2,87.96,6.34,83.48,2597,63.78,High-upside candidate,67,148
648779,Wilfried Singo,24,Defender,Right-Back,AS Monaco,ligue-1,France,2093,27,1,2,3,0.129,68.4,62.04,67.59,25000000,13000000,51.28,40000000,50.44,17.15,0,0,5,74.52,15.86,50.44,10807,63.58,Recruitment watchlist,68,151
597432,Leopold Querfeld,21,Defender,Centre-Back,1.FC Union Berlin,bundesliga,Germany,1742,27,2,2,4,0.207,56.93,35.45,79.09,13000000,12500000,39.13,40000000,,,,,1,79.09,,79.09,1742,63.27,Potential value opportunity,69,152
708072,Nicolò Savona,22,Defender,Right-Back,Juventus FC,serie-a,Italy,1727,28,2,1,3,0.156,50.5,40.6,75.94,12000000,12500000,35.87,40000000,,,,,1,75.94,,75.94,1727,63.21,Potential value opportunity,70,153
917375,Antoine Hainaut,23,Defender,Right-Back,Parma Calcio 1913,serie-a,Italy,1198,25,2,0,2,0.15,35.03,18.05,72.93,1000000,12500000,0,40000000,,,,,1,72.93,,72.93,1198,62.58,Recruitment watchlist,71,157
532775,Melvin Bard,24,Defender,Left-Back,OGC Nice,ligue-1,France,1941,24,2,1,3,0.139,63.43,50,69.44,15000000,13000000,38.89,40000000,61.95,7.49,3000000,25,4,50.1,33.57,0,9651,62.51,Recruitment watchlist,72,158
592975,Woyo Coulibaly,26,Defender,Right-Back,Parma Calcio 1913,serie-a,Italy,1192,18,0,2,2,0.151,34.85,17.29,73.68,2000000,13000000,2.56,40000000,,,,,1,73.68,,73.68,1192,62.41,Recruitment watchlist,73,159
424042,Nahuel Molina,27,Defender,Right-Back,Atlético de Madrid,laliga,Spain,1581,30,0,3,3,0.171,46.23,27.64,82.93,20000000,13000000,45.73,40000000,91.54,-8.61,-8000000,-28.57,5,91.07,7.2,82.93,10784,61.34,Consistent performer,74,165
502821,Riccardo Calafiori,23,Defender,Left-Back,Arsenal FC,premier-league,England,985,19,2,1,3,0.274,28.8,2.52,94.12,35000000,12500000,60.87,40000000,94.07,0.05,5000000,16.67,2,94.1,0.04,94.07,3323,60.94,Recruitment watchlist,75,168
490423,Ignace Van der Brempt,23,Defender,Right-Back,Como 1907,serie-a,Italy,1258,20,0,2,2,0.143,36.78,19.55,71.43,4000000,12500000,9.78,40000000,,,,,1,71.43,,71.43,1258,60.66,Recruitment watchlist,76,171
362108,Gabriel Gudmundsson,26,Defender,Left-Back,LOSC Lille,ligue-1,France,1787,30,2,0,2,0.101,58.4,40.74,62.04,7000000,13000000,25.64,40000000,43.36,18.68,2000000,40,3,49.35,11,42.64,4390,60.62,Recruitment watchlist,77,172
376514,Mathías Olivera,27,Defender,Left-Back,SSC Napoli,serie-a,Italy,2372,32,0,3,3,0.114,69.36,67.67,62.41,20000000,13000000,45.73,40000000,62.22,0.19,5000000,33.33,5,55.85,32.46,0,11005,60.41,Recruitment watchlist,78,173
520530,Fali Candé,27,Defender,Centre-Back,Venezia FC,serie-a,Italy,1530,17,1,1,2,0.118,44.74,31.58,63.91,2500000,13000000,6.41,40000000,60.18,3.73,0,0,3,69.27,12.65,60.18,4351,60.37,Consistent performer,79,176
616631,Matteo Ruggeri,22,Defender,Left-Back,Atalanta BC,serie-a,Italy,1749,30,0,3,3,0.154,51.14,42.11,74.44,16000000,12500000,45.65,40000000,82.96,-8.52,-4000000,-20,2,78.7,6.02,74.44,4216,60.02,Recruitment watchlist,80,178
701057,Rico Lewis,20,Defender,Right-Back,Manchester City,premier-league,England,1893,28,1,2,3,0.143,55.35,42.86,73.95,40000000,12500000,60,40000000,0,,,,2,36.98,52.29,0,2796,59.05,Emerging talent,81,185
391005,Mads Roerslev,26,Defender,Right-Back,Brentford FC,premier-league,England,1393,26,0,2,2,0.129,40.73,21.85,70.59,6000000,13000000,23.08,40000000,68.25,2.34,-4000000,-40,4,53.32,35.63,0,5716,59.05,Recruitment watchlist,82,186
388198,Nico Schlotterbeck,25,Defender,Centre-Back,Borussia Dortmund,bundesliga,Germany,1984,23,0,4,4,0.181,64.84,50,70.91,40000000,13000000,67.52,40000000,63.48,7.43,0,0,5,67.37,17.62,43.1,11177,58.94,Recruitment watchlist,83,188
787151,Lukas Ullrich,21,Defender,Left-Back,Borussia Mönchengladbach,bundesliga,Germany,1918,26,1,2,3,0.141,62.68,47.27,60,8000000,12500000,23.91,40000000,,,,,1,60,,60,1918,58.37,Emerging talent,84,189
569387,Valentin Gendrey,25,Defender,Right-Back,TSG 1899 Hoffenheim,bundesliga,Germany,1596,24,1,2,3,0.169,52.16,29.09,67.27,7000000,13000000,25.64,40000000,69.63,-2.36,0,0,3,67.23,2.42,64.8,7751,57.75,Consistent performer,85,191
496745,Emil Holm,25,Defender,Right-Back,Bologna Football Club 1909,serie-a,Italy,1135,21,1,1,2,0.159,33.19,15.04,77.44,8000000,13000000,27.35,40000000,97.78,-20.34,-4000000,-33.33,3,85.61,10.75,77.44,3483,57.07,Potential value opportunity,86,193
524285,Luca Netz,22,Defender,Left-Back,Borussia Mönchengladbach,bundesliga,Germany,959,24,0,2,2,0.188,31.34,3.64,73.64,6000000,12500000,18.48,40000000,76.52,-2.88,-4000000,-40,3,76.78,3.28,73.64,4571,56.84,Consistent performer,87,194
258878,Tosin Adarabioyo,27,Defender,Centre-Back,Chelsea FC,premier-league,England,1405,22,1,1,2,0.128,41.08,24.37,68.91,20000000,13000000,45.73,40000000,57.94,10.97,0,0,4,41.99,30.24,0,8060,56.62,Recruitment watchlist,88,195
405385,Yukinari Sugawara,25,Defender,Right-Back,Southampton FC,premier-league,England,1557,30,1,1,2,0.116,45.53,28.57,63.03,11000000,13000000,32.48,40000000,,,,,1,63.03,,63.03,1557,54.86,Recruitment watchlist,89,201
472423,Reece James,25,Defender,Right-Back,Chelsea FC,premier-league,England,1063,19,1,1,2,0.169,31.08,6.72,79.83,30000000,13000000,60.26,40000000,85.27,,,,4,83.52,12.91,68.97,6539,54.72,Consistent performer,90,202
448258,Josha Vagnoman,24,Defender,Right-Back,VfB Stuttgart,bundesliga,Germany,1835,26,1,2,3,0.147,59.97,43.64,61.82,10000000,13000000,29.06,40000000,88.7,-26.88,0,0,3,78.43,14.52,61.82,4494,53.75,Consistent performer,91,205
1018938,Jon Martín,19,Defender,Centre-Back,Real Sociedad,laliga,Spain,900,13,0,1,1,0.1,26.32,0,66.67,8000000,12500000,24,40000000,,,,,1,66.67,,66.67,900,52.24,Emerging talent,92,208
711544,Jake O'Brien,24,Defender,Right-Back,Everton FC,premier-league,England,1569,20,2,0,2,0.115,45.88,29.41,62.18,18000000,13000000,42.74,40000000,91.15,-28.97,6000000,50,2,76.67,20.48,62.18,3939,48.72,Recruitment watchlist,93,211
338670,Mile Svilar,25,Goalkeeper,Goalkeeper,Associazione Sportiva Roma,serie-a,Italy,3420,38,0,0,0,0,100,95.83,95.83,25000000,15500000,51.52,30000000,12.5,83.33,16000000,177.78,2,54.17,58.92,12.5,4770,89.35,Established value,1,1
561613,Joan García,24,Goalkeeper,Goalkeeper,RCD Espanyol Barcelona,laliga,Spain,3420,38,0,0,0,0,100,95.83,95.83,25000000,15500000,51.52,30000000,,,,,1,95.83,,95.83,3420,81.85,Established value,2,11
465955,Marcin Bulka,25,Goalkeeper,Goalkeeper,OGC Nice,ligue-1,France,3060,34,0,0,0,0,100,85.71,85.71,20000000,15500000,39.39,30000000,73.68,12.03,0,0,2,79.7,8.51,73.68,6120,78.39,Potential value opportunity,3,33
432298,Zion Suzuki,22,Goalkeeper,Goalkeeper,Parma Calcio 1913,serie-a,Italy,3315,37,0,0,0,0,96.93,87.5,87.5,20000000,9000000,62.5,30000000,,,,,1,87.5,,87.5,3315,74.38,Established value,4,53
565093,Bart Verbruggen,22,Goalkeeper,Goalkeeper,Brighton & Hove Albion,premier-league,England,3240,36,0,1,1,0.028,94.74,76,76,30000000,9000000,75,30000000,32,44,12000000,66.67,2,54,31.11,32,5130,71.05,Recruitment watchlist,5,84
403151,Robert Sánchez,27,Goalkeeper,Goalkeeper,Chelsea FC,premier-league,England,2880,32,0,0,0,0,84.21,64,64,20000000,15500000,39.39,30000000,12,52,0,0,5,39.29,27.17,12,12144,68.89,Recruitment watchlist,6,103
502676,Giorgi Mamardashvili,24,Goalkeeper,Goalkeeper,Valencia CF,laliga,Spain,3060,34,0,0,0,0,89.47,70.83,70.83,30000000,15500000,57.58,30000000,83.33,-12.5,-5000000,-14.29,4,66.96,32.05,20.83,11385,61.57,Recruitment watchlist,7,163
346551,Kamil Grabara,26,Goalkeeper,Goalkeeper,VfL Wolfsburg,bundesliga,Germany,2586,29,0,0,0,0,84.51,60,60,14000000,15500000,27.27,30000000,,,,,1,60,,60,2586,60.41,Recruitment watchlist,8,174
288225,Ludovic Blas,27,Midfield,Right Midfield,Stade Rennais FC,ligue-1,France,2302,29,6,9,15,0.586,75.23,70.37,97.53,18000000,15000000,38.22,50000000,75.28,22.25,3000000,20,5,86.24,8.2,75.28,12463,82.94,Potential value opportunity,1,7
634131,Aimar Oroz,23,Midfield,Attacking Midfield,CA Osasuna,laliga,Spain,2983,37,5,4,9,0.272,87.22,98.96,75,15000000,17000000,25.77,50000000,37.89,37.11,0,0,3,67.66,26.87,37.89,7355,81.49,High-upside candidate,2,13
691316,Luis Henrique,23,Midfield,Right Midfield,Olympique Marseille,ligue-1,France,2622,33,7,8,15,0.515,85.69,87.65,93.83,25000000,17000000,40.21,50000000,,,,,1,93.83,,93.83,2622,80.91,Established value,3,16
330659,Justin Kluivert,26,Midfield,Attacking Midfield,AFC Bournemouth,premier-league,England,2356,34,12,6,18,0.688,68.89,64.58,98.96,35000000,15000000,51.59,50000000,79.21,19.75,21000000,150,4,89.06,9.44,79.21,7619,80.12,Consistent performer,4,19
395236,Yacine Adli,24,Midfield,Defensive Midfield,ACF Fiorentina,serie-a,Italy,1208,26,4,6,10,0.745,35.32,20.91,100,11000000,15000000,28.03,50000000,47.79,52.21,-4000000,-26.67,4,72.96,21.64,47.79,7299,79.98,Potential value opportunity,5,22
743600,Andrey Santos,21,Midfield,Central Midfield,RC Strasbourg Alsace,ligue-1,France,2857,32,10,4,14,0.441,93.37,98.77,88.89,35000000,17000000,45.36,50000000,,,,,1,88.89,,88.89,2857,79.9,Emerging talent,6,23
370846,Timothy Weah,25,Midfield,Right Midfield,Juventus FC,serie-a,Italy,1638,30,5,3,8,0.44,47.89,46.36,91.82,17000000,15000000,36.94,50000000,19.47,72.35,5000000,41.67,4,56.56,36.62,19.47,6250,79.64,Potential value opportunity,7,24
607223,Rayan Cherki,21,Midfield,Attacking Midfield,Olympique Lyon,ligue-1,France,2048,30,8,11,19,0.835,66.93,60.49,100,45000000,17000000,49.48,50000000,84.27,15.73,20000000,80,3,91.42,7.96,84.27,5637,79.54,High-upside candidate,8,26
463618,Khéphren Thuram,24,Midfield,Central Midfield,Juventus FC,serie-a,Italy,2329,35,4,6,10,0.386,68.1,71.82,85.45,40000000,15000000,53.5,50000000,25.84,59.61,5000000,14.29,5,55.21,23.72,25.84,10389,79.06,Established value,9,29
503160,Paul Nebel,22,Midfield,Attacking Midfield,1.FSV Mainz 05,bundesliga,Germany,2349,31,10,6,16,0.613,76.76,69.74,96.05,24000000,17000000,39.18,50000000,,,,,1,96.05,,96.05,2349,78.6,Potential value opportunity,10,32
948294,Nico Paz,20,Midfield,Attacking Midfield,Como 1907,serie-a,Italy,2695,35,6,9,15,0.501,78.8,86.36,92.73,35000000,22000000,53.85,50000000,,,,,1,92.73,,92.73,2695,78.06,Emerging talent,11,36
429014,Morgan Gibbs-White,25,Midfield,Attacking Midfield,Nottingham Forest,premier-league,England,2824,34,7,10,17,0.542,82.57,83.33,91.67,50000000,15000000,58.6,50000000,85.15,6.52,10000000,25,3,84.95,6.83,78.02,9145,77.19,Consistent performer,12,39
876631,Habib Diarra,21,Midfield,Central Midfield,RC Strasbourg Alsace,ligue-1,France,2357,30,4,5,9,0.344,77.03,79.01,77.78,20000000,17000000,34.02,50000000,50.56,27.22,2000000,11.11,3,68.78,15.78,50.56,6298,76.17,High-upside candidate,13,43
345590,Jens Odgaard,26,Midfield,Attacking Midfield,Bologna Football Club 1909,serie-a,Italy,1968,29,6,3,9,0.412,57.54,60,90,12000000,15000000,29.3,50000000,,,,,1,90,,90,1968,75.11,Potential value opportunity,14,45
459128,Marco Brescianini,25,Midfield,Central Midfield,Atalanta BC,serie-a,Italy,983,29,4,2,6,0.549,28.74,7.27,97.27,8000000,15000000,20.38,50000000,60.18,37.09,4500000,128.57,2,78.73,26.23,60.18,3305,75.1,Potential value opportunity,15,46
652275,Hákon Arnar Haraldsson,22,Midfield,Attacking Midfield,LOSC Lille,ligue-1,France,1766,25,5,3,8,0.408,57.71,44.44,83.95,18000000,17000000,31.96,50000000,40.45,43.5,9000000,100,2,62.2,30.76,40.45,3055,75.09,High-upside candidate,16,47
918969,Lamine Camara,21,Midfield,Central Midfield,AS Monaco,ligue-1,France,2065,29,2,7,9,0.392,67.48,64.2,82.72,22000000,17000000,35.05,50000000,58.43,24.29,12000000,120,2,70.58,17.18,58.43,4331,75.09,High-upside candidate,17,48
557149,Kang-in Lee,24,Midfield,Attacking Midfield,Paris Saint-Germain,ligue-1,France,1667,30,6,6,12,0.648,54.48,41.98,98.77,25000000,15000000,45.86,50000000,89.89,8.88,0,0,5,85.83,13.54,63,8659,74.73,Consistent performer,18,49
384593,Alexis Claude-Maurice,27,Midfield,Attacking Midfield,FC Augsburg,bundesliga,Germany,2125,28,9,3,12,0.508,69.44,59.21,89.47,12000000,15000000,29.3,50000000,87.62,,,,2,88.55,1.31,87.62,4033,74.68,Potential value opportunity,19,51
569366,Enzo Millot,22,Midfield,Attacking Midfield,VfB Stuttgart,bundesliga,Germany,1851,29,6,5,11,0.535,60.49,52.63,90.79,35000000,17000000,45.36,50000000,86.67,4.12,5000000,16.67,2,88.73,2.91,86.67,4106,72.24,High-upside candidate,20,73
378293,Yangel Herrera,27,Midfield,Central Midfield,Girona FC,laliga,Spain,2265,29,4,3,7,0.278,66.23,75,76.04,15000000,15000000,33.76,50000000,64.21,11.83,-10000000,-40,5,65.98,15.69,44,9225,72.23,Potential value opportunity,21,74
655006,Diego Moreira,20,Midfield,Left Midfield,RC Strasbourg Alsace,ligue-1,France,2578,32,2,7,9,0.314,84.25,86.42,74.07,18000000,22000000,30.77,50000000,,,,,1,74.07,,74.07,2578,72.2,Emerging talent,22,75
346853,Romano Schmid,25,Midfield,Attacking Midfield,SV Werder Bremen,bundesliga,Germany,2846,32,5,5,10,0.316,93.01,93.42,72.37,17000000,15000000,36.94,50000000,75.56,-3.19,7000000,70,4,64.49,16.17,40.51,8162,71.35,Recruitment watchlist,23,79
284884,Óscar Rodríguez,27,Midfield,Attacking Midfield,CD Leganés,laliga,Spain,1323,29,1,4,5,0.34,38.68,22.92,86.46,2000000,15000000,0.64,50000000,80,6.46,-500000,-20,4,59.01,28.8,27,5414,71.19,Potential value opportunity,24,81
358008,Gianluca Gaetano,25,Midfield,Defensive Midfield,Cagliari Calcio,serie-a,Italy,998,28,2,4,6,0.541,29.18,9.09,95.45,4000000,15000000,6.37,50000000,98.23,-2.78,-2000000,-33.33,2,96.84,1.97,95.45,1902,70.67,Potential value opportunity,25,85
399434,Marcus Tavernier,26,Midfield,Attacking Midfield,AFC Bournemouth,premier-league,England,1940,29,3,6,9,0.418,56.73,42.71,84.38,18000000,15000000,38.22,50000000,65.35,19.03,-2000000,-10,3,80.31,13.4,65.35,5822,70.35,Potential value opportunity,26,89
443710,Angelo Stiller,24,Midfield,Defensive Midfield,VfB Stuttgart,bundesliga,Germany,2743,32,1,8,9,0.295,89.64,90.79,68.42,45000000,15000000,56.69,50000000,44.44,23.98,25000000,125,3,53,13.38,44.44,7215,69.96,Recruitment watchlist,27,91
571607,Fabio Miretti,21,Midfield,Central Midfield,Genoa CFC,serie-a,Italy,1695,25,3,3,6,0.319,49.56,49.09,72.73,14000000,17000000,24.74,50000000,39.82,32.91,-1000000,-6.67,3,58.31,16.83,39.82,4033,69.91,High-upside candidate,28,94
659518,Félix Lemaréchal,21,Midfield,Attacking Midfield,RC Strasbourg Alsace,ligue-1,France,1782,27,4,3,7,0.354,58.24,49.38,79.01,10000000,17000000,14.43,50000000,,,,,1,79.01,,79.01,1782,69.72,Potential value opportunity,29,95
431755,Dejan Kulusevski,25,Midfield,Attacking Midfield,Tottenham Hotspur,premier-league,England,2391,32,7,4,11,0.414,69.91,67.71,82.29,50000000,15000000,58.6,50000000,78.22,4.07,-5000000,-9.09,5,81.9,9.9,70.91,11182,69.01,Consistent performer,30,100
804219,Léo Scienza,26,Midfield,Attacking Midfield,1. Fußballclub Heidenheim 1846,bundesliga,Germany,1154,25,3,3,6,0.468,37.71,11.84,86.84,3000000,15000000,3.18,50000000,,,,,1,86.84,,86.84,1154,67.81,Potential value opportunity,31,112
488362,Conor Gallagher,25,Midfield,Central Midfield,Atlético de Madrid,laliga,Spain,1633,32,3,3,6,0.331,47.75,42.71,83.33,40000000,15000000,53.5,50000000,76.24,7.09,-10000000,-20,4,67.22,15.09,51.06,8917,65.75,Recruitment watchlist,32,128
394300,Davide Frattesi,25,Midfield,Central Midfield,Inter Milan,serie-a,Italy,1210,28,5,2,7,0.521,35.38,21.82,94.55,35000000,15000000,51.59,50000000,100,-5.45,0,0,4,80.9,19.2,61.47,7919,65.58,Recruitment watchlist,33,132
567576,Elliot Anderson,22,Midfield,Central Midfield,Nottingham Forest,premier-league,England,2743,37,2,6,8,0.262,80.2,80.21,60.42,32000000,17000000,43.3,50000000,39.6,20.82,17000000,113.33,2,50.01,14.72,39.6,3767,65.38,Recruitment watchlist,34,135
401578,Exequiel Palacios,26,Midfield,Central Midfield,Bayer 04 Leverkusen,bundesliga,Germany,1150,24,1,6,7,0.548,37.58,10.53,92.11,40000000,15000000,53.5,50000000,77.78,14.33,-5000000,-11.11,4,75.59,12.3,65.38,5741,64.79,Consistent performer,35,139
361065,Mitchel Bakker,25,Midfield,Left Midfield,LOSC Lille,ligue-1,France,1160,25,3,2,5,0.388,37.91,20.99,81.48,7000000,15000000,17.83,50000000,55.7,,,,4,55.61,19.28,35.24,6331,64.76,Potential value opportunity,36,140
392765,Emile Smith Rowe,24,Midfield,Attacking Midfield,Fulham FC,premier-league,England,2060,34,6,3,9,0.393,60.23,50,79.17,30000000,15000000,49.68,50000000,92.47,,,,3,85.58,6.66,79.17,5429,64.63,Consistent performer,37,142
392538,Tommaso Pobega,25,Midfield,Central Midfield,Bologna Football Club 1909,serie-a,Italy,1178,21,2,3,5,0.382,34.44,20,82.73,9000000,15000000,22.29,50000000,75,,,,3,84.39,10.33,75,4655,64.52,Potential value opportunity,38,143
406640,Felix Nmecha,24,Midfield,Central Midfield,Borussia Dortmund,bundesliga,Germany,1512,26,4,2,6,0.357,49.41,28.95,78.95,28000000,15000000,47.77,50000000,55.56,23.39,8000000,40,3,70.15,12.73,55.56,4365,64.11,Consistent performer,39,145
861410,Arda Güler,20,Midfield,Attacking Midfield,Real Madrid,laliga,Spain,1249,28,3,5,8,0.576,36.52,18.75,93.75,45000000,22000000,61.54,50000000,,,,,1,93.75,,93.75,1249,63.89,Emerging talent,40,146
297583,Woo-yeong Jeong,25,Midfield,Attacking Midfield,1.FC Union Berlin,bundesliga,Germany,1271,23,3,2,5,0.354,41.54,17.11,77.63,4000000,15000000,6.37,50000000,75.64,,,,2,76.64,1.41,75.64,3062,63.78,Potential value opportunity,41,149
433188,Curtis Jones,24,Midfield,Central Midfield,Liverpool FC,premier-league,England,1711,33,3,4,7,0.368,50.03,32.29,75,45000000,15000000,56.69,50000000,36.63,38.37,10000000,28.57,4,63.6,18.15,36.63,5094,63.71,Recruitment watchlist,42,150
867688,Jack Hinshelwood,20,Midfield,Defensive Midfield,Brighton & Hove Albion,premier-league,England,1848,26,5,3,8,0.39,54.04,39.58,78.13,24000000,22000000,42.31,50000000,,,,,1,78.13,,78.13,1848,63.13,Emerging talent,43,155
855015,Farès Chaïbi,22,Midfield,Attacking Midfield,Eintracht Frankfurt,bundesliga,Germany,1008,26,1,3,4,0.357,32.94,5.26,78.95,9000000,17000000,13.4,50000000,78.89,0.06,-9000000,-50,3,80.61,2.93,78.89,5332,61.03,High-upside candidate,44,166
550108,Nicola Zalewski,23,Midfield,Left Midfield,Associazione Sportiva Roma,serie-a,Italy,963,23,1,2,3,0.28,28.16,3.64,67.27,12000000,17000000,17.53,50000000,23.01,44.26,0,0,3,43.55,22.3,23.01,4134,60.87,Recruitment watchlist,45,169
543771,Kristjan Asllani,23,Midfield,Defensive Midfield,Inter Milan,serie-a,Italy,983,22,2,2,4,0.366,28.74,7.27,80.91,13000000,17000000,23.71,50000000,37.96,,,,2,59.44,30.37,37.96,2329,60.85,Potential value opportunity,46,170
406634,Matt O'Riley,24,Midfield,Central Midfield,Brighton & Hove Albion,premier-league,England,938,21,2,3,5,0.48,27.43,1.04,88.54,22000000,15000000,43.95,50000000,,,,,1,88.54,,88.54,938,60.39,Recruitment watchlist,47,175
340459,Dani de Wit,27,Midfield,Attacking Midfield,VfL Bochum,bundesliga,Germany,1145,28,2,2,4,0.314,37.42,9.21,71.05,2500000,15000000,1.91,50000000,,,,,1,71.05,,71.05,1145,59.58,Recruitment watchlist,48,181
633668,Giovanni Fabbian,22,Midfield,Attacking Midfield,Bologna Football Club 1909,serie-a,Italy,1010,30,3,1,4,0.356,29.53,10,80,12000000,17000000,17.53,50000000,96.46,-16.46,-2000000,-14.29,2,88.23,11.64,80,2063,59.4,Potential value opportunity,49,182
798929,Gvidas Gineitis,21,Midfield,Central Midfield,Torino FC,serie-a,Italy,1423,30,3,1,4,0.253,41.61,32.73,61.82,6000000,17000000,5.15,50000000,,,,,1,61.82,,61.82,1423,59.18,Emerging talent,50,184
560483,Randy Nteka,27,Midfield,Attacking Midfield,Rayo Vallecano,laliga,Spain,1137,24,3,0,3,0.237,33.25,10.42,68.75,1500000,15000000,0,50000000,80,,,,2,74.38,7.95,68.75,2598,58.96,Recruitment watchlist,51,187
363057,Pedro Díaz,27,Midfield,Central Midfield,Rayo Vallecano,laliga,Spain,1205,26,3,0,3,0.224,35.23,12.5,66.67,3000000,15000000,3.18,50000000,,,,,1,66.67,,66.67,1205,57.86,Recruitment watchlist,52,190
660867,Julio Enciso,21,Midfield,Attacking Midfield,Ipswich Town,premier-league,England,1165,25,2,3,5,0.386,34.06,7.29,77.08,22000000,17000000,35.05,50000000,,,,,1,77.08,,77.08,1165,57.24,Potential value opportunity,53,192
342405,Mattias Svanberg,26,Midfield,Central Midfield,VfL Wolfsburg,bundesliga,Germany,1223,20,3,1,4,0.294,39.97,13.16,67.11,12000000,15000000,29.3,50000000,54.44,12.67,0,0,5,67.6,11.55,54.44,9219,56.19,Consistent performer,54,196
360518,Teun Koopmeiners,27,Midfield,Defensive Midfield,Juventus FC,serie-a,Italy,1996,28,3,3,6,0.271,58.36,61.82,65.45,35000000,15000000,51.59,50000000,95.58,-30.13,-15000000,-30,4,78.7,17.4,62.04,9618,55.33,Recruitment watchlist,55,199
503749,Jacob Ramsey,24,Midfield,Central Midfield,Aston Villa,premier-league,England,1628,29,1,5,6,0.332,47.6,26.04,69.79,32000000,15000000,50.96,50000000,89.01,,,,3,75.51,11.73,67.74,6753,54.96,Consistent performer,56,200
789252,Bence Dárdai,19,Midfield,Attacking Midfield,VfL Wolfsburg,bundesliga,Germany,1312,21,1,3,4,0.274,42.88,18.42,60.53,12000000,22000000,15.38,50000000,,,,,1,60.53,,60.53,1312,54.14,Emerging talent,57,204
503866,Albert Grønbaek,24,Midfield,Attacking Midfield,Stade Rennais FC,ligue-1,France,956,20,2,1,3,0.282,31.24,1.23,70.37,11000000,15000000,28.03,50000000,,,,,1,70.37,,70.37,956,53.73,Recruitment watchlist,58,206
