player_id,player_name,position,sub_position,country_of_citizenship,date_of_birth,peak_valuation_date,peak_market_value_eur,valuation_observation_count,age_at_peak_value,peak_age_position_percentile,peak_value_position_rank
126711,Kévin Malcuit,Defender,Right-Back,France,31/7/91,25/8/20,10000000,11,29,0.798941799,239
221315,Kevin Vázquez,Defender,Right-Back,Spain,23/3/93,3/6/22,2000000,10,29,0.798941799,466
76467,Kiko Femenía,Defender,Right-Back,Spain,2/2/91,15/10/20,4000000,10,29,0.798941799,369
272812,Kingsley Ehizibue,Defender,Right-Back,Netherlands,25/5/95,18/12/24,3000000,12,29,0.798941799,407
104752,Konstantinos Manolas,Defender,Centre-Back,Greece,14/6/91,25/8/20,32000000,12,29,0.798941799,82
67421,Kyle Bartley,Defender,Centre-Back,England,22/5/91,13/10/20,2800000,8,29,0.798941799,418
102423,Leandro Cabrera,Defender,Centre-Back,Uruguay,17/6/91,8/10/20,5000000,8,29,0.798941799,340
75067,Liam Cooper,Defender,Centre-Back,Scotland,30/8/91,13/10/20,7000000,8,29,0.798941799,296
11530,Lionel Carole,Defender,Left-Back,France,12/4/91,15/10/20,2000000,13,29,0.798941799,466
88680,Luca Caldirola,Defender,Centre-Back,Italy,1/2/91,29/12/20,2000000,12,29,0.798941799,466
221316,Lucas Vázquez,Defender,Right-Back,Spain,1/7/91,5/1/21,15000000,12,29,0.798941799,183
358115,Luis Pérez,Defender,Right-Back,Spain,4/2/95,11/10/24,2000000,14,29,0.798941799,466
67420,Luke Ayling,Defender,Right-Back,,25/8/91,18/3/21,5000000,8,29,0.798941799,340
45683,Manuel Gulde,Defender,Centre-Back,Germany,12/2/91,10/2/21,2400000,10,29,0.798941799,440
99922,Marc Bartra,Defender,Centre-Back,Spain,15/1/91,23/7/20,14000000,14,29,0.798941799,196
129358,Marcin Kamiński,Defender,Centre-Back,Poland,15/1/92,10/2/21,1200000,7,29,0.798941799,528
60410,Marcos Acuña,Defender,Left-Back,Argentina,28/10/91,13/10/21,18000000,14,29,0.798941799,156
112515,Marcos Alonso,Defender,Centre-Back,Spain,28/12/90,30/7/20,18000000,14,29,0.798941799,156
73250,Mario Gaspar,Defender,Right-Back,Spain,24/11/90,8/10/20,6000000,8,29,0.798941799,320
87884,Mário Rui,Defender,Left-Back,Portugal,27/5/91,25/8/20,14000000,11,29,0.798941799,196
68645,Martín Montoya,Defender,Right-Back,Spain,14/4/91,8/10/20,5000000,13,29,0.798941799,340
170929,Massadio Haïdara,Defender,Left-Back,Mali,2/12/92,2/11/22,3000000,12,29,0.798941799,407
45653,Mateo Musacchio,Defender,Centre-Back,Argentina,26/8/90,25/8/20,7000000,7,29,0.798941799,296
177690,Miguel Trauco,Defender,Left-Back,Peru,25/8/92,16/12/21,2000000,6,29,0.798941799,466
85177,Nathaniel Clyne,Defender,Right-Back,England,5/4/91,17/12/20,4000000,10,29,0.798941799,369
149577,Pablo,Defender,Centre-Back,Brazil,21/6/91,2/6/21,9000000,8,29,0.798941799,255
193859,Patrick Erras,Defender,Centre-Back,Germany,21/1/95,6/6/24,1000000,12,29,0.798941799,547
133731,Patrick Mainka,Defender,Centre-Back,Germany,6/11/94,9/10/24,3000000,13,29,0.798941799,407
170321,Paul Dummett,Defender,Centre-Back,Wales,26/9/91,13/10/20,4500000,9,29,0.798941799,354
72441,Rafael Tolói,Defender,Centre-Back,Italy,10/10/90,25/8/20,16000000,9,29,0.798941799,170
11111,Ramiro Funes Mori,Defender,Centre-Back,Argentina,5/3/91,8/10/20,4000000,9,29,0.798941799,369
223890,Rober Correa,Defender,Right-Back,Spain,20/9/92,27/12/21,1200000,8,29,0.798941799,528
238868,Rubén Peña,Defender,Right-Back,Spain,18/7/91,8/10/20,6000000,11,29,0.798941799,320
120443,Santiago Arias,Defender,Right-Back,Colombia,13/1/92,10/2/21,7500000,7,29,0.798941799,284
119269,Shane Duffy,Defender,Centre-Back,Ireland,1/1/92,18/1/21,7000000,7,29,0.798941799,296
107010,Stefan Savic,Defender,Centre-Back,Montenegro,8/1/91,5/1/21,25000000,16,29,0.798941799,116
90836,Steve Cook,Defender,Centre-Back,England,19/4/91,15/10/20,7000000,8,29,0.798941799,296
170961,Thomas Delaine,Defender,Left-Back,France,24/3/92,16/12/21,2000000,10,29,0.798941799,466
215114,Thomas Foket,Defender,Right-Back,Belgium,25/9/94,18/12/23,7000000,13,29,0.798941799,296
80036,Thomas Fontaine,Defender,Centre-Back,Madagascar,8/5/91,15/10/20,1000000,8,29,0.798941799,547
100986,Thomas Meunier,Defender,Right-Back,Belgium,12/9/91,26/11/20,18000000,14,29,0.798941799,156
84085,Timothée Kolodziejczak,Defender,Centre-Back,France,1/10/91,15/10/20,4500000,8,29,0.798941799,354
207742,Tom Lockyer,Defender,Centre-Back,Wales,3/12/94,19/12/23,3500000,10,29,0.798941799,386
192616,Ulisses Garcia,Defender,Left-Back,Switzerland,11/1/96,3/6/25,5000000,15,29,0.798941799,340
155423,Varazdat Haroyan,Defender,Centre-Back,Armenia,24/8/92,13/10/21,1200000,9,29,0.798941799,528
139208,Virgil van Dijk,Defender,Centre-Back,Netherlands,8/7/91,13/10/20,80000000,12,29,0.798941799,7
169841,Vladimir Golemic,Defender,Centre-Back,Serbia,28/6/91,23/3/21,1100000,9,29,0.798941799,533
142310,Willy Boly,Defender,Centre-Back,Cote d'Ivoire,3/2/91,13/10/20,16000000,12,29,0.798941799,170
351843,Yoann Salmier,Defender,Centre-Back,French Guiana,21/11/92,30/5/22,2000000,9,29,0.798941799,466
92571,Aaron Cresswell,Defender,Left-Back,England,15/12/89,13/10/20,6500000,11,30,0.866402116,306
62351,Abdoulaye Bamba,Defender,Centre-Back,Cote d'Ivoire,25/4/90,15/10/20,2000000,6,30,0.866402116,467
111524,Ahmed Hegazy,Defender,Centre-Back,Egypt,25/1/91,31/1/21,4800000,7,30,0.866402116,346
510396,Álex Suárez,Defender,Centre-Back,Spain,18/3/93,22/12/23,1200000,12,30,0.866402116,529
311044,Alfonso Espino,Defender,Left-Back,Uruguay,5/1/92,3/6/22,6000000,16,30,0.866402116,321
211474,Ali Abdi,Defender,Left-Back,Tunisia,20/12/93,10/12/24,3000000,11,30,0.866402116,408
183647,Álvaro González,Defender,Centre-Back,Spain,8/1/90,15/10/20,7000000,8,30,0.866402116,297
39125,Borna Barisic,Defender,Left-Back,Croatia,10/11/92,14/11/22,6500000,14,30,0.866402116,306
104597,Bram Nuytinck,Defender,Centre-Back,Netherlands,4/5/90,23/3/21,5000000,13,30,0.866402116,341
188838,Bruno González,Defender,Centre-Back,Spain,24/5/90,5/1/21,1000000,9,30,0.866402116,548
148751,Bruno Peres,Defender,Right-Back,Brazil,1/3/90,25/8/20,3000000,10,30,0.866402116,408
103427,Chris Smalling,Defender,Centre-Back,England,22/11/89,25/8/20,20000000,12,30,0.866402116,145
121477,Craig Dawson,Defender,Centre-Back,England,6/5/90,18/3/21,5000000,11,30,0.866402116,341
12282,Daley Blind,Defender,Centre-Back,Netherlands,9/3/90,14/10/20,20000000,14,30,0.866402116,145
134270,Dan Burn,Defender,Centre-Back,England,9/5/92,15/6/22,12000000,12,30,0.866402116,218
154396,Danilo Soares,Defender,Left-Back,Brazil,29/10/91,9/6/22,2200000,9,30,0.866402116,451
50174,Danny Rose,Defender,Left-Back,England,2/7/90,13/10/20,10000000,9,30,0.866402116,240
129444,David López,Defender,Centre-Back,Spain,9/10/89,8/10/20,4000000,11,30,0.866402116,370
209990,Djamel Eddine Benlamri,Defender,Centre-Back,Algeria,25/12/89,11/9/20,1100000,8,30,0.866402116,534
85706,Enda Stevens,Defender,Left-Back,Ireland,9/7/90,13/10/20,5500000,8,30,0.866402116,326
51676,Ermin Bicakcic,Defender,Centre-Back,Bosnia-Herzegovina,24/1/90,16/9/20,2400000,8,30,0.866402116,441
442248,Ethan Pinnock,Defender,Centre-Back,Jamaica,29/5/93,19/12/23,15000000,12,30,0.866402116,184
61891,Fábio,Defender,Right-Back,Brazil,9/7/90,15/10/20,2500000,8,30,0.866402116,434
163639,Federico Ceccherini,Defender,Centre-Back,Italy,11/5/92,7/6/22,4000000,13,30,0.866402116,370
111811,Florent Hanin,Defender,Left-Back,France,4/2/90,17/8/20,1600000,8,30,0.866402116,487
160560,Gaetano Letizia,Defender,Right-Back,Italy,29/6/90,29/12/20,2000000,7,30,0.866402116,467
297070,Hamari Traoré,Defender,Right-Back,Mali,27/1/92,30/5/22,10000000,10,30,0.866402116,240
42234,Havard Nordtveit,Defender,Centre-Back,Norway,21/6/90,10/2/21,1500000,5,30,0.866402116,504
83002,Hiroki Sakai,Defender,Right-Back,Japan,12/4/90,15/10/20,5500000,8,30,0.866402116,326
70245,Ignasi Miquel,Defender,Centre-Back,Spain,28/9/92,14/6/23,1400000,9,30,0.866402116,514
124028,Ismaily,Defender,Left-Back,Brazil,11/1/90,4/9/20,12000000,11,30,0.866402116,218
69646,Jens Stryger,Defender,Right-Back,Denmark,21/2/91,26/5/21,4000000,12,30,0.866402116,370
111195,Joël Veltman,Defender,Right-Back,Netherlands,15/1/92,15/6/22,10000000,12,30,0.866402116,240
92572,Joel Ward,Defender,Right-Back,England,29/10/89,13/10/20,3200000,12,30,0.866402116,394
108537,Jonas Hector,Defender,Left-Back,Germany,27/5/90,16/9/20,6000000,7,30,0.866402116,321
126557,Jonathan Gradit,Defender,Centre-Back,France,24/11/92,27/6/23,5000000,10,30,0.866402116,341
70285,Jonathan Schmid,Defender,Right-Back,France,22/6/90,10/2/21,3500000,7,30,0.866402116,387
125020,José Luis Palomino,Defender,Centre-Back,Argentina,5/1/90,25/8/20,10000000,12,30,0.866402116,240
67089,Juan Cala,Defender,Centre-Back,,26/11/89,8/10/20,1200000,8,30,0.866402116,529
121985,Juan Jesus,Defender,Centre-Back,Brazil,10/6/91,15/3/22,4000000,12,30,0.866402116,370
169249,Juan Sánchez Miño,Defender,Left-Back,Argentina,1/1/90,8/10/20,3000000,8,30,0.866402116,408
139304,Karol Mets,Defender,Centre-Back,Estonia,16/5/93,20/10/23,1000000,9,30,0.866402116,548
111114,Kevin Long,Defender,Centre-Back,Ireland,18/8/90,13/10/20,1600000,7,30,0.866402116,487
95810,Kieran Trippier,Defender,Right-Back,England,19/9/90,8/10/20,28000000,13,30,0.866402116,100
95424,Kyle Walker,Defender,Right-Back,England,28/5/90,13/10/20,40000000,12,30,0.866402116,62
122840,Loïc Nego,Defender,Right-Back,Hungary,15/1/91,24/1/21,2200000,13,30,0.866402116,451
111347,Lorenzo Tonelli,Defender,Centre-Back,Italy,17/1/90,25/8/20,2400000,10,30,0.866402116,441
93604,Lukas Kübler,Defender,Right-Back,Germany,30/8/92,29/3/23,3000000,12,30,0.866402116,408
47713,Mamadou Sakho,Defender,Centre-Back,France,13/2/90,13/10/20,9500000,9,30,0.866402116,246
247366,Marcos Mauro,Defender,Centre-Back,Argentina,9/1/91,10/6/21,1500000,8,30,0.866402116,504
78959,Martin Kelly,Defender,Right-Back,England,27/4/90,13/10/20,2800000,8,30,0.866402116,419
92899,Marvin Zeegelaar,Defender,Left-Back,,12/8/90,25/8/20,1200000,9,30,0.866402116,529
69436,Mateo Pavlovic,Defender,Centre-Back,Croatia,9/6/90,15/10/20,1000000,7,30,0.866402116,548
58884,Nacho Fernández,Defender,Centre-Back,Spain,18/1/90,8/10/20,10000000,12,30,0.866402116,240
60577,Nicolas N'Koulou,Defender,Centre-Back,Cameroon,27/3/90,25/8/20,10000000,12,30,0.866402116,240
205054,Norbert Gyömbér,Defender,Centre-Back,Slovakia,3/7/92,15/6/23,1500000,9,30,0.866402116,504
283127,Oualid El Hajjam,Defender,Right-Back,Morocco,19/2/91,16/12/21,1200000,10,30,0.866402116,529
52119,Patrick van Aanholt,Defender,Left-Back,Netherlands,29/8/90,13/10/20,8000000,15,30,0.866402116,271
203043,Pedro Bigas,Defender,Centre-Back,Spain,15/5/90,8/10/20,2000000,7,30,0.866402116,467
72857,Pedro Mendes,Defender,Centre-Back,Portugal,1/10/90,7/1/21,7000000,10,30,0.866402116,297
84150,Rafael Czichos,Defender,Centre-Back,Germany,14/5/90,10/2/21,1700000,7,30,0.866402116,484
240786,Riccardo Gagliolo,Defender,Centre-Back,Sweden,28/4/90,25/8/20,3000000,9,30,0.866402116,408
204198,Romain Saïss,Defender,Centre-Back,Morocco,26/3/90,13/10/20,10000000,10,30,0.866402116,240
126534,Salif Sané,Defender,Centre-Back,Senegal,25/8/90,10/2/21,6000000,7,30,0.866402116,321
153555,Sebastian Griesbeck,Defender,Centre-Back,Germany,3/10/90,10/2/21,1000000,6,30,0.866402116,548
102744,Sébastien Corchia,Defender,Right-Back,France,1/11/90,9/4/21,2000000,7,30,0.866402116,467
88706,Simone Romagnoli,Defender,Centre-Back,Italy,9/2/90,21/8/20,1200000,9,30,0.866402116,529
82350,Stefan Bell,Defender,Centre-Back,Germany,24/8/91,22/12/21,2500000,10,30,0.866402116,434
143029,Stefan Mitrovic,Defender,Centre-Back,Serbia,22/5/90,15/10/20,2500000,12,30,0.866402116,434
158764,Stuart Dallas,Defender,Right-Back,Northern Ireland,19/4/91,8/6/21,4000000,8,30,0.866402116,370
49723,Timothy Chandler,Defender,Right-Back,United States,29/3/90,16/9/20,2000000,11,30,0.866402116,467
47587,Tony Jantschke,Defender,Right-Back,Germany,7/4/90,10/2/21,2400000,8,30,0.866402116,441
197122,Unai García,Defender,Centre-Back,Spain,3/2/92,7/11/22,2500000,12,30,0.866402116,434
67080,Víctor Laguardia,Defender,Centre-Back,Spain,5/11/89,8/10/20,5000000,8,30,0.866402116,341
184767,Ximo Navarro,Defender,Right-Back,Spain,23/1/90,8/10/20,2000000,8,30,0.866402116,467
61812,Yuri Berchiche,Defender,Left-Back,Spain,10/2/90,8/10/20,16000000,10,30,0.866402116,171
52059,Zanka,Defender,Centre-Back,Denmark,23/4/90,4/8/20,2000000,13,30,0.866402116,467
58995,Anthony Jung,Defender,Centre-Back,Germany,3/11/91,29/3/23,1500000,13,31,0.917328042,505
278296,Antonio Raíllo,Defender,Centre-Back,Spain,8/10/91,13/6/23,4000000,15,31,0.917328042,371
82503,Aridane Hernández,Defender,Centre-Back,Spain,23/3/89,8/10/20,3500000,9,31,0.917328042,388
53437,Bastian Oczipka,Defender,Left-Back,Germany,12/1/89,16/9/20,2800000,8,31,0.917328042,420
74810,Ben Mee,Defender,Centre-Back,England,21/9/89,13/10/20,8000000,9,31,0.917328042,272
52348,Benjamin Hübner,Defender,Centre-Back,Germany,4/7/89,16/9/20,4000000,6,31,0.917328042,371
64598,Bernardo Espinosa,Defender,Centre-Back,Colombia,11/7/89,23/7/20,4000000,12,31,0.917328042,371
57500,César Azpilicueta,Defender,Centre-Back,Spain,28/8/89,13/10/20,20000000,13,31,0.917328042,146
98240,Ciaran Clark,Defender,Centre-Back,Ireland,26/9/89,13/10/20,4800000,8,31,0.917328042,347
87469,Cote,Defender,Left-Back,Spain,5/9/89,8/10/20,3000000,7,31,0.917328042,409
59606,Craig Cathcart,Defender,Centre-Back,Northern Ireland,6/2/89,15/10/20,2500000,7,31,0.917328042,435
55769,Danilo D'Ambrosio,Defender,Centre-Back,Italy,9/9/88,25/8/20,10000000,11,31,0.917328042,241
37838,Dejan Lovren,Defender,Centre-Back,Croatia,5/7/89,30/7/20,12000000,13,31,0.917328042,219
67090,Dídac Vilà,Defender,Left-Back,Spain,9/6/89,8/10/20,2000000,6,31,0.917328042,468
85475,Federico Fernández,Defender,Centre-Back,Argentina,21/2/89,13/10/20,4500000,8,31,0.917328042,355
156501,Felipe,Defender,Centre-Back,Brazil,16/5/89,8/10/20,25000000,12,31,0.917328042,117
85295,Iván Balliu,Defender,Right-Back,Albania,1/1/92,23/3/23,4000000,13,31,0.917328042,371
61592,James Tomkins,Defender,Centre-Back,England,29/3/89,13/10/20,4000000,9,31,0.917328042,371
235412,Jawad El Yamiq,Defender,Centre-Back,Morocco,29/2/92,23/3/23,2000000,9,31,0.917328042,468
57404,Jean-Armel Kana-Biyik,Defender,Centre-Back,Cameroon,3/7/89,23/12/20,1200000,7,31,0.917328042,530
60583,Jérémy Pied,Defender,Right-Back,France,23/2/89,15/10/20,2000000,7,31,0.917328042,468
69751,Jordi Alba,Defender,Left-Back,Spain,21/3/89,8/10/20,30000000,9,31,0.917328042,92
228917,Jorge Miramón,Defender,Right-Back,Spain,2/6/89,8/10/20,2500000,7,31,0.917328042,435
44792,Kieran Gibbs,Defender,Left-Back,England,26/9/89,13/10/20,3200000,8,31,0.917328042,395
57420,Lamine Koné,Defender,Centre-Back,Cote d'Ivoire,1/2/89,15/10/20,2200000,9,31,0.917328042,452
102745,Luca Ceppitelli,Defender,Centre-Back,Italy,11/8/89,25/8/20,2500000,8,31,0.917328042,435
62945,Luis Hernández,Defender,Centre-Back,Spain,14/4/89,23/7/20,1000000,11,31,0.917328042,549
137745,Marçal,Defender,Left-Back,Brazil,19/2/89,13/10/20,2400000,9,31,0.917328042,442
39728,Mats Hummels,Defender,Centre-Back,Germany,16/12/88,16/9/20,20000000,12,31,0.917328042,146
54906,Matteo Darmian,Defender,Right-Back,Italy,2/12/89,29/12/20,7000000,11,31,0.917328042,298
102258,Matthew Lowton,Defender,Right-Back,England,9/6/89,13/10/20,4000000,8,31,0.917328042,371
60558,Maxime Le Marchand,Defender,Centre-Back,France,11/10/89,13/10/20,1600000,6,31,0.917328042,488
127554,Nacho Martínez,Defender,Left-Back,Spain,7/3/89,8/10/20,2500000,8,31,0.917328042,435
67416,Neil Taylor,Defender,Left-Back,Wales,7/2/89,13/10/20,2800000,6,31,0.917328042,420
93081,Nick Viergever,Defender,Centre-Back,Netherlands,3/8/89,14/10/20,3000000,13,31,0.917328042,409
43512,Ömer Toprak,Defender,Centre-Back,Türkiye,21/7/89,16/9/20,3000000,13,31,0.917328042,409
96718,Óscar de Marcos,Defender,Right-Back,Spain,14/4/89,8/10/20,2500000,11,31,0.917328042,435
282900,Pablo Martínez,Defender,Centre-Back,France,21/2/89,15/10/20,2500000,8,31,0.917328042,435
125314,Pontus Jansson,Defender,Centre-Back,Sweden,13/2/91,15/6/22,7000000,8,31,0.917328042,298
40611,Ryan Bertrand,Defender,Left-Back,England,5/8/89,13/10/20,10500000,9,31,0.917328042,226
93935,Sergio Escudero,Defender,Left-Back,Spain,2/9/89,8/10/20,4000000,7,31,0.917328042,371
308989,Sergio González,Defender,Centre-Back,Spain,20/4/92,26/3/24,1800000,13,31,0.917328042,481
158791,Sergio Postigo,Defender,Centre-Back,Spain,4/11/88,8/10/20,1200000,7,31,0.917328042,530
27374,Sidnei,Defender,Centre-Back,Brazil,23/8/89,8/10/20,5000000,8,31,0.917328042,342
48859,Simon Kjær,Defender,Centre-Back,Denmark,26/3/89,29/12/20,10000000,9,31,0.917328042,241
42710,Toby Alderweireld,Defender,Centre-Back,Belgium,2/3/89,13/10/20,20000000,13,31,0.917328042,146
62920,Víctor Ruiz,Defender,Centre-Back,Spain,25/1/89,8/10/20,2500000,8,31,0.917328042,435
120651,Vincent Le Goff,Defender,Left-Back,France,15/10/89,15/10/20,2000000,7,31,0.917328042,468
83132,Vincent Manceau,Defender,Centre-Back,France,10/7/89,15/10/20,1700000,8,31,0.917328042,485
129386,Zouhair Feddal,Defender,Centre-Back,Morocco,23/12/89,21/5/21,6000000,10,31,0.917328042,322
111508,Allan Nyom,Defender,Right-Back,Cameroon,10/5/88,8/10/20,2500000,11,32,0.950396825,436
44327,Andrea Ranocchia,Defender,Centre-Back,Italy,16/2/88,25/8/20,2000000,5,32,0.950396825,469
48002,Angelo Ogbonna,Defender,Centre-Back,Italy,23/5/88,13/10/20,5000000,9,32,0.950396825,343
60990,Bruno Ecuele Manga,Defender,Centre-Back,Gabon,16/7/88,15/10/20,2200000,8,32,0.950396825,453
52495,Chris Basham,Defender,Centre-Back,England,20/7/88,30/7/20,3000000,11,32,0.950396825,410
76746,Damián Suárez,Defender,Right-Back,Uruguay,27/4/88,8/10/20,2500000,11,32,0.950396825,436
57370,Damien Da Silva,Defender,Centre-Back,France,17/5/88,15/10/20,4000000,8,32,0.950396825,372
43984,Daniel Brosinski,Defender,Right-Back,Germany,17/7/88,16/9/20,1300000,7,32,0.950396825,517
59641,Denis Odoi,Defender,Centre-Back,Ghana,27/5/88,13/10/20,1600000,11,32,0.950396825,489
52403,Dimitrios Siovas,Defender,Centre-Back,Greece,16/9/88,8/10/20,3000000,13,32,0.950396825,410
43763,Erik Pieters,Defender,Centre-Back,Netherlands,7/8/88,13/10/20,3000000,8,32,0.950396825,410
131075,Francesco Acerbi,Defender,Centre-Back,Italy,10/2/88,25/8/20,13000000,12,32,0.950396825,205
65318,Jaume Costa,Defender,Left-Back,Spain,18/3/88,8/10/20,2500000,9,32,0.950396825,436
26485,Jérôme Boateng,Defender,Centre-Back,Germany,3/9/88,10/2/21,10000000,10,32,0.950396825,242
42412,Jonny Evans,Defender,Centre-Back,Northern Ireland,3/1/88,13/10/20,10000000,9,32,0.950396825,242
46552,Kamil Glik,Defender,Centre-Back,Poland,3/2/88,3/8/20,3500000,8,32,0.950396825,389
51667,Kiko Olivas,Defender,Centre-Back,Spain,21/8/88,8/10/20,1500000,7,32,0.950396825,506
33571,Lorenzo De Silvestri,Defender,Right-Back,Italy,23/5/88,25/8/20,2500000,10,32,0.950396825,436
44501,Marcelo,Defender,Left-Back,Brazil,12/5/88,8/10/20,12000000,10,32,0.950396825,220
34542,Marek Suchy,Defender,Centre-Back,Czech Republic,29/3/88,16/9/20,1000000,8,32,0.950396825,550
81789,Maya Yoshida,Defender,Centre-Back,Japan,24/8/88,25/8/20,3800000,8,32,0.950396825,376
127610,Mexer,Defender,Centre-Back,Mozambique,8/9/88,15/10/20,2000000,7,32,0.950396825,469
85258,Mikel Balenziaga,Defender,Left-Back,Spain,29/2/88,8/10/20,1500000,9,32,0.950396825,506
43256,Paul Baysse,Defender,Centre-Back,France,18/5/88,15/10/20,1000000,4,32,0.950396825,550
57467,Romain Thomas,Defender,Centre-Back,France,12/6/88,15/10/20,2400000,6,32,0.950396825,443
68390,Séamus Coleman,Defender,Right-Back,Ireland,11/10/88,13/10/20,9500000,12,32,0.950396825,247
34322,Sokratis Papastathopoulos,Defender,Centre-Back,Greece,9/6/88,30/7/20,8000000,11,32,0.950396825,273
58330,Víctor Díaz,Defender,Right-Back,Spain,12/6/88,23/7/20,2000000,10,32,0.950396825,469
71559,Xabi Etxeita,Defender,Centre-Back,Spain,31/10/87,8/10/20,1000000,7,32,0.950396825,550
66333,Ahmed Elmohamady,Defender,Right-Back,Egypt,9/9/87,13/10/20,2000000,3,33,0.96957672,470
71548,Anaitz Arbilla,Defender,Centre-Back,Spain,15/5/87,8/10/20,1500000,8,33,0.96957672,507
32522,Antonio Barragán,Defender,Right-Back,Spain,12/6/87,8/10/20,1000000,5,33,0.96957672,551
75921,Christopher Trimmel,Defender,Right-Back,Austria,24/2/87,26/11/20,1200000,10,33,0.96957672,531
71905,Coke,Defender,Right-Back,Spain,26/4/87,8/10/20,1000000,8,33,0.96957672,551
55854,Cristian Ansaldi,Defender,Left-Back,Argentina,20/9/86,25/8/20,4000000,8,33,0.96957672,373
34344,Cristian Zapata,Defender,Centre-Back,Colombia,30/9/86,25/8/20,1500000,8,33,0.96957672,507
46741,David Luiz,Defender,Centre-Back,Brazil,22/4/87,30/7/20,8000000,10,33,0.96957672,274
44136,Domenico Criscito,Defender,Left-Back,Italy,30/12/86,25/8/20,2200000,9,33,0.96957672,454
61546,Facundo Roncaglia,Defender,Centre-Back,Argentina,10/2/87,8/10/20,1000000,7,33,0.96957672,551
45314,Federico Fazio,Defender,Centre-Back,Argentina,17/3/87,25/8/20,2000000,9,33,0.96957672,470
18944,Gerard Piqué,Defender,Centre-Back,Spain,2/2/87,8/10/20,15000000,8,33,0.96957672,185
85585,John Boye,Defender,Centre-Back,Ghana,23/4/87,7/1/21,1500000,7,33,0.96957672,507
78917,Julien Faussurier,Defender,Right-Back,France,14/1/87,15/10/20,1000000,7,33,0.96957672,551
39983,Leonardo Bonucci,Defender,Centre-Back,Italy,1/5/87,25/8/20,18000000,12,33,0.96957672,157
52920,Marcelo,Defender,Centre-Back,Brazil,20/5/87,15/10/20,3000000,6,33,0.96957672,411
37337,Mario Suárez,Defender,Centre-Back,Spain,24/2/87,8/10/20,1000000,8,33,0.96957672,551
54935,Martín Cáceres,Defender,Centre-Back,Uruguay,7/4/87,25/8/20,1500000,7,33,0.96957672,507
139279,Nicolas Pallois,Defender,Centre-Back,France,19/9/87,15/10/20,2500000,11,33,0.96957672,437
62688,Scott Dann,Defender,Centre-Back,England,14/2/87,13/10/20,2800000,8,33,0.96957672,421
59699,Simone Iacoponi,Defender,Centre-Back,Italy,30/4/87,25/8/20,1600000,8,33,0.96957672,490
44420,Stefan Radu,Defender,Left-Back,Romania,22/10/86,25/8/20,4000000,7,33,0.96957672,373
145466,Tim Ream,Defender,Centre-Back,United States,5/10/87,13/10/20,1200000,10,33,0.96957672,531
154199,Wesley Lautoa,Defender,Centre-Back,Neukaledonien,25/8/87,15/10/20,1200000,3,33,0.96957672,531
199704,Yunis Abdelhamid,Defender,Centre-Back,Morocco,28/9/87,15/10/20,2500000,10,33,0.96957672,437
46156,Aleksandar Kolarov,Defender,Left-Back,Serbia,10/11/85,25/8/20,5000000,5,34,0.986111111,344
34198,Andrea Masiello,Defender,Centre-Back,Italy,5/2/86,25/8/20,1000000,7,34,0.986111111,552
6636,Christian Fuchs,Defender,Left-Back,Austria,7/4/86,13/10/20,1600000,6,34,0.986111111,491
54928,Diego Godín,Defender,Centre-Back,Uruguay,16/2/86,25/8/20,5000000,8,34,0.986111111,344
101922,Fabio Pisacane,Defender,Centre-Back,Italy,28/1/86,25/8/20,1200000,4,34,0.986111111,532
27511,Gary Cahill,Defender,Centre-Back,England,19/12/85,13/10/20,2500000,5,34,0.986111111,438
57216,Ismaël Traoré,Defender,Centre-Back,Cote d'Ivoire,18/8/86,7/1/21,1500000,9,34,0.986111111,508
5017,Niklas Moisander,Defender,Centre-Back,Finland,29/9/85,16/9/20,1000000,8,34,0.986111111,552
26669,Ragnar Klavan,Defender,Centre-Back,Estonia,30/10/85,25/8/20,1000000,7,34,0.986111111,552
25557,Sergio Ramos,Defender,Centre-Back,Spain,30/3/86,8/10/20,14000000,11,34,0.986111111,197
60632,Theodor Gebre Selassie,Defender,Right-Back,Czech Republic,24/12/86,10/2/21,1200000,6,34,0.986111111,532
14086,Ashley Young,Defender,Right-Back,England,9/7/85,25/8/20,3000000,12,35,0.993386243,412
76277,Laurent Koscielny,Defender,Centre-Back,France,10/9/85,15/10/20,4000000,4,35,0.993386243,374
27306,Mathieu Debuchy,Defender,Centre-Back,France,28/7/85,15/10/20,2000000,8,35,0.993386243,471
19305,Oscar Wendt,Defender,Left-Back,Sweden,24/10/85,10/2/21,1000000,6,35,0.993386243,553
36827,Branislav Ivanovic,Defender,Right-Back,Serbia,22/2/84,29/7/20,1000000,4,36,0.996031746,554
16136,Dante,Defender,Centre-Back,Brazil,18/10/83,15/10/20,1000000,10,36,0.996031746,554
29260,Giorgio Chiellini,Defender,Centre-Back,Italy,14/8/84,25/8/20,3000000,7,36,0.996031746,413
33829,José Fonte,Defender,Centre-Back,Portugal,22/12/83,15/10/20,1500000,10,36,0.996031746,509
15452,Raúl Albiol,Defender,Centre-Back,Spain,4/9/85,3/6/22,3000000,12,36,0.996031746,413
29241,Thiago Silva,Defender,Centre-Back,Brazil,22/9/84,13/10/20,4500000,9,36,0.996031746,356
15951,Dani Alves,Defender,Right-Back,Brazil,6/5/83,28/5/21,2000000,7,38,1,472
934159,Tommaso Martinelli,Goalkeeper,Goalkeeper,Italy,6/1/06,18/12/24,1800000,5,18,0,172
