player_id,player_name,position,sub_position,country_of_citizenship,qualified_seasons,first_qualified_season,last_qualified_season,qualified_season_labels,total_minutes,total_goals,total_assists,total_goal_contributions,average_goals_per_90,average_assists_per_90,average_goal_contributions_per_90,contributions_per_90_standard_deviation,minimum_contributions_per_90,maximum_contributions_per_90,sustained_position_rank,sustained_overall_rank,sustained_performance_profile
279009,Marco Richter,Midfield,Attacking Midfield,Germany,3,2020,2022,"2020-21, 2021-22, 2022-23",4975,14,10,24,0.249,0.18,0.428,0.094,0.368,0.537,51,265,High consistency
401922,Samuel Chukwueze,Attack,Right Winger,Nigeria,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",6967,17,16,33,0.216,0.211,0.427,0.052,0.356,0.49,210,266,High consistency
573775,Hugo Duro,Attack,Centre-Forward,Spain,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",8400,32,11,43,0.313,0.114,0.427,0.201,0.131,0.58,211,267,Moderate sustained performance
344152,Odsonne Édouard,Attack,Centre-Forward,France,3,2021,2023,"2021-22, 2022-23, 2023-24",4927,18,5,23,0.333,0.091,0.424,0.086,0.349,0.517,212,268,High consistency
257751,Simone Bastoni,Midfield,Central Midfield,Italy,3,2020,2022,"2020-21, 2021-22, 2022-23",5018,6,16,22,0.109,0.315,0.424,0.132,0.275,0.526,52,269,High consistency
126737,Juanmi,Attack,Left Winger,Spain,3,2021,2024,"2021-22, 2022-23, 2024-25",4001,20,5,25,0.354,0.07,0.424,0.441,0,0.881,213,270,Moderate sustained performance
198116,Federico Dimarco,Defender,Left-Back,Italy,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10423,20,29,49,0.17,0.253,0.423,0.077,0.344,0.533,6,271,High consistency
410225,Ismaïla Sarr,Attack,Right Winger,Senegal,3,2021,2024,"2021-22, 2023-24, 2024-25",6033,16,13,29,0.231,0.193,0.423,0.08,0.338,0.496,214,272,High consistency
161056,Joshua Kimmich,Midfield,Defensive Midfield,Germany,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12527,16,42,58,0.114,0.309,0.423,0.126,0.316,0.574,53,273,High consistency
286297,Lorenzo Pellegrini,Midfield,Attacking Midfield,Italy,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10963,30,22,52,0.246,0.176,0.423,0.153,0.22,0.579,54,274,Moderate sustained performance
225593,Pere Milla,Attack,Left Winger,Spain,3,2020,2022,"2020-21, 2021-22, 2022-23",5449,18,7,25,0.304,0.117,0.422,0.158,0.325,0.604,215,275,Moderate sustained performance
165793,Takumi Minamino,Attack,Left Winger,Japan,3,2020,2024,"2020-21, 2023-24, 2024-25",5378,18,9,27,0.297,0.125,0.421,0.191,0.268,0.635,216,276,Moderate sustained performance
346779,Ché Adams,Attack,Centre-Forward,Scotland,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",9371,30,14,44,0.286,0.134,0.42,0.047,0.361,0.471,217,277,High consistency
146752,Gianluca Caprari,Attack,Second Striker,Italy,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",8741,25,17,42,0.245,0.175,0.42,0.183,0.256,0.621,218,278,Moderate sustained performance
217115,Neal Maupay,Attack,Centre-Forward,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8376,27,11,38,0.282,0.137,0.419,0.232,0.081,0.69,219,279,Moderate sustained performance
424072,Mathias Pereira Lage,Attack,Left Winger,Portugal,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",6533,15,15,30,0.215,0.203,0.418,0.138,0.284,0.606,220,280,High consistency
358504,Ritsu Doan,Attack,Right Winger,Japan,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",10366,27,21,48,0.234,0.182,0.416,0.126,0.258,0.564,221,281,High consistency
159372,Felipe Anderson,Attack,Left Winger,Brazil,3,2021,2023,"2021-22, 2022-23, 2023-24",8651,20,20,40,0.207,0.208,0.415,0.052,0.356,0.455,222,282,High consistency
292246,Hee-chan Hwang,Attack,Centre-Forward,"Korea, South",3,2021,2023,"2021-22, 2022-23, 2023-24",5120,20,5,25,0.33,0.085,0.415,0.192,0.289,0.636,223,283,Moderate sustained performance
595809,Beto,Attack,Centre-Forward,Guinea-Bissau,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",6852,32,1,33,0.404,0.011,0.414,0.099,0.266,0.471,224,284,High consistency
518505,Jamie Leweling,Attack,Right Winger,Germany,3,2021,2024,"2021-22, 2023-24, 2024-25",5158,11,12,23,0.191,0.222,0.413,0.207,0.268,0.65,225,285,Moderate sustained performance
34601,Raúl García,Attack,Centre-Forward,Spain,3,2020,2022,"2020-21, 2021-22, 2022-23",4506,13,7,20,0.248,0.162,0.411,0.088,0.31,0.476,226,286,High consistency
323831,Rafael Borré,Attack,Centre-Forward,Colombia,3,2021,2023,"2021-22, 2022-23, 2023-24",4445,14,8,22,0.278,0.132,0.41,0.102,0.339,0.527,227,287,High consistency
823231,Dango Ouattara,Attack,Right Winger,Burkina Faso,3,2022,2024,"2022-23, 2023-24, 2024-25",6029,15,15,30,0.204,0.205,0.409,0.164,0.221,0.515,228,288,Moderate sustained performance
106872,Kevin Stöger,Midfield,Attacking Midfield,Austria,3,2022,2024,"2022-23, 2023-24, 2024-25",6830,15,16,31,0.194,0.213,0.407,0.131,0.276,0.538,55,289,High consistency
27992,Luka Modrić,Midfield,Central Midfield,Croatia,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",7297,10,23,33,0.125,0.281,0.406,0.035,0.361,0.44,56,290,High consistency
99353,Portu,Attack,Right Winger,Spain,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",6804,16,13,29,0.221,0.186,0.406,0.326,0.153,0.85,229,291,Moderate sustained performance
579930,Armand Laurienté,Attack,Left Winger,France,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",9496,22,20,42,0.208,0.198,0.405,0.116,0.289,0.549,230,292,High consistency
119211,Mitchell Weiser,Defender,Right-Back,Germany,3,2022,2024,"2022-23, 2023-24, 2024-25",8031,10,26,36,0.11,0.293,0.403,0.054,0.341,0.439,7,293,High consistency
175639,Jonathan Clauss,Defender,Right-Back,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12582,16,41,57,0.114,0.289,0.403,0.09,0.304,0.506,8,294,High consistency
55735,Henrikh Mkhitaryan,Midfield,Central Midfield,Armenia,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12465,24,34,58,0.168,0.235,0.403,0.23,0.224,0.786,57,295,Moderate sustained performance
248999,Lucas Höler,Attack,Centre-Forward,Germany,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10379,29,17,46,0.255,0.147,0.402,0.023,0.381,0.433,231,296,High consistency
272642,Allan Saint-Maximin,Attack,Left Winger,France,3,2020,2022,"2020-21, 2021-22, 2022-23",5496,9,14,23,0.138,0.264,0.402,0.082,0.32,0.483,232,297,High consistency
113707,Rémy Cabella,Midfield,Attacking Midfield,France,3,2022,2024,"2022-23, 2023-24, 2024-25",5013,10,15,25,0.153,0.248,0.402,0.184,0.245,0.604,58,298,Moderate sustained performance
298477,Oli McBurnie,Attack,Centre-Forward,Scotland,3,2020,2024,"2020-21, 2023-24, 2024-25",4443,10,10,20,0.212,0.191,0.402,0.249,0.136,0.63,233,299,Moderate sustained performance
112302,Roberto Pereyra,Midfield,Central Midfield,Argentina,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",9427,17,25,42,0.164,0.236,0.4,0.011,0.387,0.414,59,300,High consistency
324278,Christoph Baumgartner,Midfield,Attacking Midfield,Austria,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9616,27,16,43,0.261,0.139,0.4,0.145,0.168,0.548,60,301,High consistency
238639,Steve Mounié,Attack,Centre-Forward,Benin,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",8433,30,8,38,0.32,0.079,0.399,0.051,0.325,0.435,234,302,High consistency
401578,Exequiel Palacios,Midfield,Central Midfield,Argentina,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",5741,11,14,25,0.164,0.235,0.399,0.104,0.326,0.548,61,303,High consistency
429874,Ansgar Knauff,Attack,Right Winger,Germany,3,2022,2024,"2022-23, 2023-24, 2024-25",5011,12,11,23,0.197,0.201,0.399,0.177,0.21,0.561,235,304,Moderate sustained performance
212391,Roger Martí,Attack,Centre-Forward,Spain,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",6999,22,12,34,0.247,0.15,0.397,0.217,0.139,0.652,236,305,Moderate sustained performance
35518,David Silva,Midfield,Attacking Midfield,Spain,3,2020,2022,"2020-21, 2021-22, 2022-23",5099,6,16,22,0.108,0.287,0.395,0.065,0.322,0.447,62,306,High consistency
234523,Antonio Sanabria,Attack,Centre-Forward,Paraguay,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9625,33,11,44,0.292,0.102,0.395,0.181,0.205,0.589,237,307,Moderate sustained performance
66106,Sergio Canales,Midfield,Attacking Midfield,Spain,3,2020,2022,"2020-21, 2021-22, 2022-23",7721,17,17,34,0.199,0.195,0.394,0.123,0.261,0.503,63,308,High consistency
455181,Jorge de Frutos,Attack,Right Winger,Spain,4,2020,2024,"2020-21, 2021-22, 2023-24, 2024-25",8000,16,20,36,0.175,0.219,0.394,0.218,0.117,0.576,238,309,Moderate sustained performance
119234,Karim Onisiwo,Attack,Centre-Forward,Austria,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",8264,20,18,38,0.199,0.194,0.393,0.128,0.24,0.53,239,310,High consistency
306024,Dominic Calvert-Lewin,Attack,Centre-Forward,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9137,33,10,43,0.292,0.101,0.393,0.15,0.23,0.595,240,311,High consistency
557149,Kang-in Lee,Midfield,Attacking Midfield,"Korea, South",5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8659,16,23,39,0.152,0.241,0.393,0.172,0.192,0.648,64,312,Moderate sustained performance
399434,Marcus Tavernier,Midfield,Attacking Midfield,England,3,2022,2024,"2022-23, 2023-24, 2024-25",5822,11,14,25,0.174,0.218,0.392,0.087,0.295,0.463,65,313,High consistency
273132,Robin Gosens,Defender,Left-Back,Germany,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",8625,25,15,40,0.257,0.136,0.392,0.156,0.23,0.603,9,314,Moderate sustained performance
709187,Nico Williams,Attack,Left Winger,Spain,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",8280,16,24,40,0.156,0.236,0.392,0.308,0,0.749,241,315,Moderate sustained performance
205562,Thomas Lemar,Midfield,Attacking Midfield,France,3,2020,2022,"2020-21, 2021-22, 2022-23",4076,6,12,18,0.129,0.263,0.391,0.148,0.286,0.56,66,316,High consistency
345886,Rubén Vargas,Attack,Left Winger,Switzerland,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",7708,16,16,32,0.197,0.195,0.391,0.181,0.18,0.635,242,317,Moderate sustained performance
392768,Callum Hudson-Odoi,Attack,Left Winger,England,4,2020,2024,"2020-21, 2021-22, 2023-24, 2024-25",6086,16,10,26,0.214,0.176,0.39,0.05,0.327,0.436,243,318,High consistency
719442,David Da Costa,Midfield,Attacking Midfield,Portugal,3,2021,2023,"2021-22, 2022-23, 2023-24",4370,8,11,19,0.163,0.227,0.389,0.121,0.256,0.492,67,319,High consistency
503733,Anthony Gordon,Attack,Left Winger,England,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",9216,25,18,43,0.237,0.153,0.389,0.2,0.228,0.65,244,320,Moderate sustained performance
395236,Yacine Adli,Midfield,Defensive Midfield,Algeria,4,2020,2024,"2020-21, 2021-22, 2023-24, 2024-25",7299,8,21,29,0.119,0.27,0.389,0.247,0.191,0.745,68,321,Moderate sustained performance
355369,Jordan,Attack,Centre-Forward,United States,3,2022,2024,"2022-23, 2023-24, 2024-25",4097,10,8,18,0.215,0.172,0.388,0.22,0.139,0.559,245,322,Moderate sustained performance
241527,Federico Bonazzoli,Attack,Centre-Forward,Italy,3,2021,2023,"2021-22, 2022-23, 2023-24",3995,15,3,18,0.303,0.083,0.387,0.085,0.323,0.483,246,323,High consistency
203496,Nabil Fekir,Midfield,Attacking Midfield,France,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7460,14,19,33,0.159,0.228,0.387,0.094,0.258,0.466,69,324,High consistency
241641,Bernardo Silva,Midfield,Attacking Midfield,Portugal,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12382,24,29,53,0.169,0.216,0.386,0.093,0.27,0.523,70,325,High consistency
82873,Pascal Groß,Midfield,Central Midfield,Germany,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13220,18,40,58,0.113,0.272,0.385,0.075,0.264,0.471,71,326,High consistency
855015,Farès Chaïbi,Midfield,Attacking Midfield,Algeria,3,2022,2024,"2022-23, 2023-24, 2024-25",5332,8,15,23,0.124,0.259,0.383,0.026,0.357,0.409,72,327,High consistency
487465,Pedro Neto,Attack,Right Winger,Portugal,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",7318,11,22,33,0.113,0.269,0.382,0.229,0.093,0.652,247,328,Moderate sustained performance
340328,Stephy Mavididi,Attack,Left Winger,England,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",7260,25,6,31,0.303,0.078,0.381,0.07,0.278,0.428,248,329,High consistency
325223,Mama Baldé,Attack,Centre-Forward,Guinea-Bissau,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",7744,24,10,34,0.251,0.13,0.381,0.112,0.29,0.539,249,330,High consistency
57280,Giacomo Bonaventura,Midfield,Attacking Midfield,Italy,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",8750,20,17,37,0.207,0.174,0.38,0.103,0.238,0.474,73,331,High consistency
221316,Lucas Vázquez,Defender,Right-Back,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8430,13,20,33,0.158,0.22,0.379,0.192,0.147,0.638,10,332,Moderate sustained performance
255942,Nicolò Barella,Midfield,Central Midfield,Italy,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13814,17,41,58,0.112,0.265,0.377,0.095,0.252,0.491,74,333,High consistency
381950,Alexis Saelemaekers,Midfield,Right Midfield,Belgium,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8680,16,19,35,0.176,0.201,0.377,0.203,0.193,0.725,75,334,Moderate sustained performance
289835,Jens Stage,Midfield,Central Midfield,Denmark,3,2022,2024,"2022-23, 2023-24, 2024-25",6406,16,11,27,0.223,0.155,0.377,0.205,0.231,0.611,76,335,Moderate sustained performance
334222,Lucas Boyé,Attack,Centre-Forward,Argentina,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",9461,27,11,38,0.266,0.11,0.376,0.101,0.299,0.522,250,336,High consistency
392959,Andrea Colpani,Midfield,Attacking Midfield,Italy,3,2022,2024,"2022-23, 2023-24, 2024-25",5078,14,7,21,0.258,0.118,0.376,0.118,0.247,0.479,77,337,High consistency
360518,Teun Koopmeiners,Midfield,Defensive Midfield,Netherlands,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",9618,29,13,42,0.257,0.119,0.376,0.168,0.211,0.581,78,338,Moderate sustained performance
131978,Ross Barkley,Midfield,Central Midfield,England,3,2020,2023,"2020-21, 2022-23, 2023-24",5120,12,7,19,0.245,0.13,0.374,0.188,0.228,0.586,79,339,Moderate sustained performance
372246,Carlos Soler,Midfield,Central Midfield,Spain,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",6332,18,11,29,0.223,0.151,0.374,0.197,0.128,0.597,80,340,Moderate sustained performance
125858,Kerem Demirbay,Midfield,Central Midfield,Germany,3,2020,2022,"2020-21, 2021-22, 2022-23",5343,9,13,22,0.161,0.212,0.373,0.03,0.351,0.407,81,341,High consistency
232454,Nadiem Amiri,Midfield,Central Midfield,Germany,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",7787,15,18,33,0.174,0.198,0.372,0.084,0.258,0.464,82,342,High consistency
52769,Willian,Attack,Left Winger,Brazil,3,2020,2023,"2020-21, 2022-23, 2023-24",5607,10,13,23,0.15,0.22,0.37,0.1,0.263,0.462,251,343,High consistency
255901,Rodrigo De Paul,Midfield,Central Midfield,Argentina,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11490,20,29,49,0.146,0.224,0.37,0.119,0.209,0.534,83,344,High consistency
54235,Iker Muniain,Attack,Left Winger,Spain,3,2020,2022,"2020-21, 2021-22, 2022-23",6452,9,19,28,0.119,0.25,0.37,0.14,0.213,0.482,252,345,High consistency
513245,Jesper Lindstrøm,Attack,Right Winger,Denmark,3,2021,2024,"2021-22, 2022-23, 2024-25",4927,12,10,22,0.199,0.171,0.37,0.265,0.073,0.584,253,346,Moderate sustained performance
356141,Daichi Kamada,Midfield,Attacking Midfield,Japan,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9886,20,25,45,0.166,0.203,0.369,0.287,0,0.682,84,347,Moderate sustained performance
215977,Adrien Thomasson,Midfield,Central Midfield,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11075,22,23,45,0.171,0.195,0.365,0.126,0.205,0.526,85,348,High consistency
111961,Suso,Midfield,Attacking Midfield,Spain,3,2020,2023,"2020-21, 2022-23, 2023-24",4805,6,12,18,0.117,0.246,0.363,0.127,0.282,0.509,86,349,High consistency
444523,Lucas Paquetá,Midfield,Attacking Midfield,Brazil,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12351,30,20,50,0.219,0.143,0.362,0.164,0.151,0.551,87,350,Moderate sustained performance
315865,Andrea Pinamonti,Attack,Centre-Forward,Italy,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",11003,39,6,45,0.312,0.048,0.361,0.092,0.248,0.47,254,351,High consistency
347253,Dany Mota,Attack,Centre-Forward,Portugal,3,2022,2024,"2022-23, 2023-24, 2024-25",6091,14,10,24,0.207,0.149,0.356,0.062,0.298,0.421,255,352,High consistency
354726,Florian Sotoca,Attack,Centre-Forward,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12380,29,23,52,0.202,0.154,0.356,0.157,0.1,0.499,256,353,Moderate sustained performance
487843,Lorenzo Colombo,Attack,Centre-Forward,Italy,3,2022,2024,"2022-23, 2023-24, 2024-25",5123,15,5,20,0.267,0.088,0.355,0.052,0.321,0.415,257,354,High consistency
406640,Felix Nmecha,Midfield,Central Midfield,Germany,3,2022,2024,"2022-23, 2023-24, 2024-25",4365,8,10,18,0.158,0.197,0.354,0.088,0.265,0.441,88,355,High consistency
181579,James Ward-Prowse,Midfield,Central Midfield,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",14453,35,25,60,0.201,0.153,0.354,0.097,0.188,0.42,89,356,High consistency
372711,Amine Harit,Attack,Left Winger,Morocco,3,2020,2023,"2020-21, 2021-22, 2023-24",5108,7,11,18,0.148,0.207,0.354,0.24,0.148,0.617,258,357,Moderate sustained performance
116088,Marius Bülter,Attack,Left Winger,Germany,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",6655,20,9,29,0.226,0.127,0.353,0.199,0.093,0.569,259,358,Moderate sustained performance
348795,Giovani Lo Celso,Midfield,Attacking Midfield,Argentina,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",4806,12,8,20,0.205,0.148,0.353,0.246,0.141,0.681,90,359,Moderate sustained performance
390177,Nedim Bajrami,Midfield,Attacking Midfield,Albania,3,2021,2023,"2021-22, 2022-23, 2023-24",5123,10,11,21,0.167,0.182,0.349,0.192,0.206,0.567,91,360,Moderate sustained performance
694928,Samuel Lino,Attack,Left Winger,Brazil,3,2022,2024,"2022-23, 2023-24, 2024-25",6546,13,11,24,0.177,0.17,0.347,0.086,0.248,0.404,260,361,High consistency
553875,Pedro Porro,Defender,Right-Back,Spain,3,2022,2024,"2022-23, 2023-24, 2024-25",6838,8,16,24,0.131,0.216,0.347,0.111,0.276,0.475,11,362,High consistency
272278,Chris Führich,Attack,Left Winger,Germany,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",8200,18,15,33,0.191,0.156,0.347,0.12,0.261,0.52,261,363,High consistency
289182,Christopher Antwi-Adjei,Attack,Left Winger,Ghana,3,2021,2023,"2021-22, 2022-23, 2023-24",4316,6,12,18,0.121,0.224,0.346,0.134,0.244,0.498,262,364,High consistency
149579,Elbasan Rashani,Attack,Left Winger,Kosovo,3,2021,2023,"2021-22, 2022-23, 2023-24",5120,13,7,20,0.228,0.118,0.346,0.186,0.23,0.56,263,365,Moderate sustained performance
20005,Papu Gómez,Attack,Left Winger,Argentina,3,2020,2022,"2020-21, 2021-22, 2022-23",4436,13,5,18,0.245,0.102,0.346,0.203,0.169,0.567,264,366,Moderate sustained performance
91970,Juan Cuadrado,Midfield,Right Midfield,Colombia,3,2020,2022,"2020-21, 2021-22, 2022-23",6758,7,19,26,0.09,0.255,0.345,0.183,0.173,0.537,92,367,Moderate sustained performance
149231,Fidel,Attack,Left Winger,Spain,3,2020,2022,"2020-21, 2021-22, 2022-23",6409,14,11,25,0.193,0.151,0.344,0.087,0.26,0.434,265,368,High consistency
616344,Tiago Tomás,Attack,Right Winger,Portugal,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",5293,14,7,21,0.229,0.116,0.344,0.13,0.175,0.488,266,369,High consistency
314353,Trent Alexander-Arnold,Defender,Right-Back,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13358,12,39,51,0.084,0.259,0.343,0.07,0.267,0.441,12,370,High consistency
309110,Brais Méndez,Midfield,Attacking Midfield,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12091,29,17,46,0.216,0.127,0.343,0.079,0.267,0.447,93,371,High consistency
503749,Jacob Ramsey,Midfield,Central Midfield,England,3,2021,2024,"2021-22, 2022-23, 2024-25",6753,13,13,26,0.159,0.183,0.343,0.094,0.254,0.442,94,372,High consistency
203394,Andreas Pereira,Midfield,Central Midfield,Brazil,3,2022,2024,"2022-23, 2023-24, 2024-25",7383,9,19,28,0.108,0.235,0.342,0.012,0.331,0.355,95,373,High consistency
408471,Javi Puado,Attack,Left Winger,Spain,3,2021,2024,"2021-22, 2022-23, 2024-25",7596,23,7,30,0.263,0.079,0.342,0.142,0.199,0.482,267,374,High consistency
505674,Sergio Camello,Attack,Centre-Forward,Spain,3,2022,2024,"2022-23, 2023-24, 2024-25",5198,12,8,20,0.208,0.133,0.341,0.106,0.219,0.41,268,375,High consistency
162056,Gonzalo Melero,Midfield,Central Midfield,Spain,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",6536,19,7,26,0.246,0.095,0.341,0.131,0.165,0.475,96,376,High consistency
93936,Kike García,Attack,Centre-Forward,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9935,35,6,41,0.284,0.056,0.34,0.105,0.181,0.458,269,377,High consistency
119037,Philipp Hofmann,Attack,Centre-Forward,Germany,3,2022,2024,"2022-23, 2023-24, 2024-25",6507,15,9,24,0.206,0.132,0.339,0.063,0.275,0.4,270,378,High consistency
131275,Choco Lozano,Attack,Centre-Forward,Honduras,3,2020,2022,"2020-21, 2021-22, 2022-23",4640,11,7,18,0.205,0.132,0.337,0.236,0.125,0.591,271,379,Moderate sustained performance
537382,Bryan Gil,Attack,Left Winger,Spain,3,2020,2024,"2020-21, 2022-23, 2024-25",5087,9,9,18,0.161,0.175,0.336,0.076,0.276,0.421,272,380,High consistency
450050,Jean-Ricner Bellegarde,Midfield,Central Midfield,Haiti,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9740,11,23,34,0.119,0.217,0.336,0.187,0.088,0.513,97,381,Moderate sustained performance
67556,Milan Djuric,Attack,Centre-Forward,Bosnia-Herzegovina,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",7534,20,10,30,0.224,0.111,0.334,0.139,0.132,0.438,273,382,High consistency
338424,Mikel Merino,Midfield,Central Midfield,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11617,19,22,41,0.165,0.168,0.333,0.12,0.218,0.512,98,383,High consistency
272261,Antonín Barák,Midfield,Attacking Midfield,Czech Republic,3,2020,2022,"2020-21, 2021-22, 2022-23",6948,20,7,27,0.249,0.084,0.333,0.239,0.098,0.576,99,384,Moderate sustained performance
199369,Sandro Ramírez,Attack,Centre-Forward,Spain,4,2020,2024,"2020-21, 2021-22, 2023-24, 2024-25",6631,18,7,25,0.244,0.088,0.332,0.169,0.183,0.528,274,385,Moderate sustained performance
584769,Dwight McNeil,Attack,Left Winger,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12952,16,23,39,0.133,0.199,0.332,0.283,0.029,0.788,275,386,Moderate sustained performance
277533,Josan,Attack,Right Winger,Spain,3,2020,2022,"2020-21, 2021-22, 2022-23",4199,7,8,15,0.14,0.19,0.331,0.048,0.28,0.376,276,387,High consistency
318204,David Raum,Defender,Left-Back,Germany,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",8982,6,30,36,0.054,0.278,0.331,0.174,0.107,0.522,13,388,Moderate sustained performance
186186,Bobby De Cordova-Reid,Midfield,Attacking Midfield,Jamaica,3,2020,2023,"2020-21, 2022-23, 2023-24",6290,15,6,21,0.238,0.092,0.33,0.164,0.181,0.506,100,389,Moderate sustained performance
139435,Dani Rodríguez,Midfield,Attacking Midfield,Spain,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",9764,12,22,34,0.114,0.213,0.327,0.132,0.205,0.455,101,390,High consistency
449151,Junior Messias,Attack,Right Winger,Brazil,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7214,20,8,28,0.237,0.089,0.327,0.164,0.085,0.44,277,391,Moderate sustained performance
270393,Robert Skov,Midfield,Left Midfield,Denmark,3,2020,2023,"2020-21, 2022-23, 2023-24",3779,7,7,14,0.164,0.163,0.327,0.247,0.077,0.571,102,392,Moderate sustained performance
528833,Lazar Samardžić,Midfield,Attacking Midfield,Serbia,3,2022,2024,"2022-23, 2023-24, 2024-25",5381,13,7,20,0.209,0.116,0.325,0.103,0.235,0.438,103,393,High consistency
190289,Gerrit Holtmann,Attack,Left Winger,Philippines,3,2021,2024,"2021-22, 2022-23, 2024-25",3899,8,8,16,0.167,0.157,0.324,0.189,0.193,0.541,278,394,Moderate sustained performance
348791,Junya Ito,Attack,Right Winger,Japan,3,2022,2024,"2022-23, 2023-24, 2024-25",8356,13,17,30,0.139,0.184,0.323,0.02,0.3,0.338,279,395,High consistency
386455,Riccardo Sottil,Attack,Left Winger,Italy,4,2020,2024,"2020-21, 2021-22, 2023-24, 2024-25",4487,8,8,16,0.157,0.164,0.32,0.08,0.227,0.406,280,396,High consistency
261504,Aleix García,Midfield,Central Midfield,Spain,3,2022,2024,"2022-23, 2023-24, 2024-25",6994,7,16,23,0.103,0.216,0.319,0.1,0.253,0.434,104,397,High consistency
342405,Mattias Svanberg,Midfield,Central Midfield,Sweden,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9219,16,16,32,0.163,0.156,0.319,0.107,0.21,0.491,105,398,High consistency
